dataset/ospf/isp_1221.txt,0.3682537078857422,0.007442951202392578,0.047174930572509766,2,1
dataset/ospf/isp_1221.txt,0.36575984954833984,0.002129077911376953,0.04758715629577637,1,1
dataset/ospf/isp_1221.txt,0.3773512840270996,0.0013670921325683594,0.04378986358642578,1,1
dataset/ospf/isp_1221.txt,0.3659510612487793,0.0046939849853515625,0.04579806327819824,2,1
dataset/ospf/isp_1221.txt,0.362621545791626,0.004924297332763672,0.04619598388671875,2,1
dataset/ospf/isp_1239.txt,4.48569655418396,0.004774808883666992,0.61617112159729,1,1
dataset/ospf/isp_1239.txt,4.500989675521851,0.0028460025787353516,0.5559020042419434,1,1
dataset/ospf/isp_1239.txt,4.510306358337402,0.4610166549682617,1.76347017288208,4,3
dataset/ospf/isp_1239.txt,4.614553451538086,0.014978885650634766,0.5748929977416992,2,1
dataset/ospf/isp_1239.txt,4.5235679149627686,0.3496832847595215,1.6926090717315674,4,3
dataset/ospf/isp_1755.txt,0.3180210590362549,0.18927669525146484,0.3286442756652832,9,8
dataset/ospf/isp_1755.txt,0.3174426555633545,0.18161535263061523,0.32108044624328613,9,8
dataset/ospf/isp_1755.txt,0.33167290687561035,0.23187756538391113,0.38288354873657227,10,9
dataset/ospf/isp_1755.txt,0.31343603134155273,0.0018091201782226562,0.03979682922363281,1,1
dataset/ospf/isp_1755.txt,0.317446231842041,0.005195140838623047,0.03919506072998047,2,1
dataset/ospf/isp_3257.txt,1.1512136459350586,0.006422996520996094,0.11768889427185059,2,1
dataset/ospf/isp_3257.txt,1.123375415802002,0.006716251373291016,0.11583805084228516,2,1
dataset/ospf/isp_3257.txt,1.1696603298187256,0.010042190551757812,0.1184530258178711,2,1
dataset/ospf/isp_3257.txt,1.0991184711456299,0.7678022384643555,0.9436099529266357,10,9
dataset/ospf/isp_3257.txt,1.035810947418213,0.0039408206939697266,0.10884785652160645,2,1
dataset/ospf/isp_3967.txt,0.28009915351867676,0.058980703353881836,0.14754009246826172,5,4
dataset/ospf/isp_3967.txt,0.278644323348999,0.0010280609130859375,0.04020094871520996,1,1
dataset/ospf/isp_3967.txt,0.2778019905090332,0.05483198165893555,0.15071415901184082,5,4
dataset/ospf/isp_3967.txt,0.28706860542297363,0.0361323356628418,0.10966324806213379,4,3
dataset/ospf/isp_3967.txt,0.27902770042419434,0.004971981048583984,0.037764787673950195,2,1
dataset/ospf/isp_6461.txt,1.2282397747039795,0.13606691360473633,0.43187379837036133,4,3
dataset/ospf/isp_6461.txt,1.234727382659912,0.017497539520263672,0.29500627517700195,3,2
dataset/ospf/isp_6461.txt,1.2478272914886475,0.45352888107299805,0.8655831813812256,7,6
dataset/ospf/isp_6461.txt,1.2403805255889893,0.0727243423461914,0.44569873809814453,4,3
dataset/ospf/isp_6461.txt,1.2538909912109375,0.007912158966064453,0.14147615432739258,2,1
dataset/ospf/fm_3.txt,0.002811431884765625,0.0018205642700195312,0.0011620521545410156,0.6382922996333159,2,1
dataset/ospf/fm_3.txt,0.002742290496826172,0.0017812252044677734,0.0011577606201171875,0.6499799223664837,2,1
dataset/ospf/isp_1221.txt,0.37528181076049805,0.010682344436645508,0.09300494194030762,8.70641669456534,3,2
